sys_id,company_sys_id,company_name,state,priority,category,short_description,opened_at,resolved_at,assignment_group,reopen_count
1c9d93d8e2b2bc8d33c1496c8f131aeb,f4289227ffe416344948b78edca04fc7,EmeraldAnalytics Solutions,Open,Low,Software,Slow query performance on reporting tables,2026-05-06 00:00:00,,Network-Ops,1
e2786dd93de2ece3e5ded57e1530b038,f4289227ffe416344948b78edca04fc7,EmeraldAnalytics Solutions,Closed,Low,Security,Mobile app crashes on startup,2025-11-12 00:00:00,2025-11-29 00:00:00,Network-Ops,0
c55afe6d4b13095ed25361a80c1c37a4,f4289227ffe416344948b78edca04fc7,EmeraldAnalytics Solutions,Closed,High,Access,Slow query performance on reporting tables,2025-12-09 00:00:00,2025-12-21 00:00:00,L2-Support,2
9361d22066c7a67e9ba38b83e5bb7616,c8e543956b050e4b28e9a83a0e27644e,BrightFabric Solutions,Open,Critical,Network,File upload times out over 50MB,2026-03-30 22:00:00,,L1-Support,0
ca5c23b49a4b6a3871f92140963a2931,c8e543956b050e4b28e9a83a0e27644e,BrightFabric Solutions,Open,High,Security,Certificate expired on internal endpoint,2026-04-08 16:00:00,,SecOps,2
ae08753356a7963bfb317ee8846c55f1,c8e543956b050e4b28e9a83a0e27644e,BrightFabric Solutions,Open,Critical,Access,Webhook deliveries failing with 500 errors,2026-05-30 02:00:00,,DBA,1
e1ec48eda9778be5d732e2efe0543034,c8e543956b050e4b28e9a83a0e27644e,BrightFabric Solutions,Open,High,Database,Bulk import rejected invalid rows,2026-04-20 02:00:00,,SecOps,2
f0c89163d0dd37dfe83ecdd619ddc730,c8e543956b050e4b28e9a83a0e27644e,BrightFabric Solutions,Closed,High,Performance,Certificate expired on internal endpoint,2026-03-09 00:00:00,2026-04-01 00:00:00,SecOps,0
7a780e45a424eb4fc234c279e5fcda2a,c8e543956b050e4b28e9a83a0e27644e,BrightFabric Solutions,Closed,Low,Network,Search returns stale results,2025-11-29 00:00:00,2025-12-13 00:00:00,L1-Support,0
b96087281b2f546117c19cf91df705d4,8f9d67b55f1e43ca81fac159d8c4bbfe,AuroraVector Systems,Closed,Critical,Performance,Email notifications delayed,2026-04-20 00:00:00,2026-05-13 00:00:00,L1-Support,2
ba97936a770f7fd6d262aed61dd91faf,8f9d67b55f1e43ca81fac159d8c4bbfe,AuroraVector Systems,Closed,Critical,Database,Email notifications delayed,2025-06-20 00:00:00,2025-07-04 00:00:00,Network-Ops,0
ab2ea7e8ec99afbe5605c10b6519b93a,9d1ef92b33165ed9d5b09704e1d33f9f,SterlingLink Partners,Open,Critical,Network,SSO login errors after password reset,2026-04-21 16:00:00,,L2-Support,0
8b434e3911d7c388f72f52d0283c5ae5,9d1ef92b33165ed9d5b09704e1d33f9f,SterlingLink Partners,Open,High,Security,API rate-limit errors on data sync,2026-06-13 22:00:00,,Network-Ops,0
8aa06b4a26b11da470b789ef9fb67fd3,9d1ef92b33165ed9d5b09704e1d33f9f,SterlingLink Partners,Open,Critical,Hardware,Data discrepancy between source and warehouse,2026-05-30 13:00:00,,L1-Support,1
cf21bdc02f3320ccfc648e0bcefcc47c,9d1ef92b33165ed9d5b09704e1d33f9f,SterlingLink Partners,Open,High,Performance,Latency in real-time event stream,2026-03-31 09:00:00,,SecOps,1
45d16e022de91b25e2e28c9f0ae8c384,9d1ef92b33165ed9d5b09704e1d33f9f,SterlingLink Partners,Open,Low,Security,Two-factor codes not being received,2026-06-24 00:00:00,,DBA,1
f0153a5e5f4bf545d85f875deb4473f2,9d1ef92b33165ed9d5b09704e1d33f9f,SterlingLink Partners,Closed,Critical,Hardware,Mobile app crashes on startup,2026-05-09 00:00:00,2026-05-11 00:00:00,DBA,1
fac223cc715820d1ed924c0652ea1b22,9d1ef92b33165ed9d5b09704e1d33f9f,SterlingLink Partners,Closed,Low,Performance,Database connection pool exhausted,2026-04-25 00:00:00,2026-05-19 00:00:00,DBA,1
2d5d1f59f833b3a0e75bc13d8ec88c23,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,Critical,Database,VPN latency spikes for remote users,2026-05-17 00:00:00,,DBA,1
fbd2f30694a8a141e6808ccbafae381a,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,High,Performance,Slow query performance on reporting tables,2026-06-03 06:00:00,,L2-Support,2
b0a5240a9d335877af3dea6a40f3292a,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,Critical,Security,Latency in real-time event stream,2026-07-10 12:00:00,,DBA,0
ef73d6b544fedcbc54f46da81b5c1893,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,High,Network,SSO login errors after password reset,2026-05-08 14:00:00,,Network-Ops,0
e42554fe721685e11f3aff2645f830bc,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,Critical,Network,Database connection pool exhausted,2026-05-01 21:00:00,,Network-Ops,1
38cb3b13b125b36324628b30e35cb8f3,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,High,Performance,SSO login errors after password reset,2026-05-29 21:00:00,,DBA,2
2cbe54b28c88ce1e8dfcee715a0ee871,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,Critical,Database,Permission denied on shared folder,2026-05-10 19:00:00,,L1-Support,0
548ec4290bf4a1ac130ba42420bc1fe1,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,High,Security,File upload times out over 50MB,2026-04-04 21:00:00,,Network-Ops,2
74538bf6fdcb7287ca3420f4108e6a3c,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,Critical,Security,API rate-limit errors on data sync,2026-04-28 23:00:00,,DBA,0
4c5a39f8b9c3ca42f3f0807203eb6b83,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,High,Security,Two-factor codes not being received,2026-07-10 14:00:00,,L1-Support,2
c54fe37314480dd3ecbaa001acef0115,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,Critical,Software,Search returns stale results,2026-04-07 17:00:00,,L2-Support,0
3fc205627a9e1387c34bc59e13bec620,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,High,Software,License activation not recognized,2026-06-24 20:00:00,,DBA,1
e483aefc6865f424239f2f102e5e692c,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,Critical,Software,Permission denied on shared folder,2026-06-05 22:00:00,,Network-Ops,0
32660fbc79a9d66318fc1d1d6681ff1b,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,High,Hardware,User unable to reset password,2026-04-24 02:00:00,,L1-Support,0
bf82f8a90e7fcb3fbcb8df056fb847f3,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,Critical,Network,Dashboard fails to load for some users,2026-06-19 23:00:00,,DBA,1
5d5dd3ebcaeeba02e91a9b691c2914f5,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Open,Low,Hardware,License activation not recognized,2026-04-26 00:00:00,,L2-Support,1
28abc4d5b337509e89001941f3c5819e,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Closed,Moderate,Database,Mobile app crashes on startup,2025-09-15 00:00:00,2025-10-06 00:00:00,Network-Ops,0
fb84f44004a7564615089c6ab5c8fff4,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Closed,Moderate,Performance,SSO login errors after password reset,2025-07-24 00:00:00,2025-08-05 00:00:00,Network-Ops,2
202fc44a8e9dee623f493eef0a985a6a,63b767f0a169c631b063f25b80277f22,CopperFabric Group,Closed,Low,Hardware,Latency in real-time event stream,2025-06-03 00:00:00,2025-06-21 00:00:00,DBA,1
4cec20e0da2e0e9e9e94226834e22da3,d5f72c297a1e312720c7e8ffbf99e6ec,HarborLoop Global,Open,Moderate,Hardware,User unable to reset password,2026-05-02 00:00:00,,SecOps,2
9a1ff9dcc3f5d7edf5e12433664d3e56,d5f72c297a1e312720c7e8ffbf99e6ec,HarborLoop Global,Open,Low,Software,Slow query performance on reporting tables,2026-06-16 00:00:00,,L2-Support,0
24187799e79931a62a63ad5d27d24c64,d5f72c297a1e312720c7e8ffbf99e6ec,HarborLoop Global,Closed,Moderate,Network,License activation not recognized,2026-05-16 00:00:00,2026-06-05 00:00:00,L1-Support,2
87fa249f8734247f6e2b4de3c78d53c7,d5f72c297a1e312720c7e8ffbf99e6ec,HarborLoop Global,Closed,Critical,Software,VPN latency spikes for remote users,2026-04-17 00:00:00,2026-05-07 00:00:00,DBA,1
3bec57069736a71f34e7d81b3fea42d3,d5f72c297a1e312720c7e8ffbf99e6ec,HarborLoop Global,Closed,Critical,Network,Two-factor codes not being received,2025-06-09 00:00:00,2025-06-28 00:00:00,DBA,0
2e9170df73d8e2fb632577341d14c68b,7f142c165abcb146f135b5cdff464480,EmeraldCloud Solutions,Open,Low,Performance,Certificate expired on internal endpoint,2026-06-26 00:00:00,,Network-Ops,1
688fbb2cba008aec870d98ca00a1a941,6640f9392d1607e1dc5a74a12cbda421,Standard Micro Inc,Open,Moderate,Database,Two-factor codes not being received,2026-05-03 00:00:00,,L1-Support,0
55a4202d2bbc2e3a27feeef9a92d7223,6640f9392d1607e1dc5a74a12cbda421,Standard Micro Inc,Closed,Moderate,Security,Data discrepancy between source and warehouse,2025-06-16 00:00:00,2025-07-02 00:00:00,SecOps,0
a5f2e0b225c7868fd2fbc8ef082023ce,6640f9392d1607e1dc5a74a12cbda421,Standard Micro Inc,Closed,Moderate,Hardware,Webhook deliveries failing with 500 errors,2025-06-20 00:00:00,2025-06-21 00:00:00,L2-Support,0
49e35559f0ccb51e68332a9344356e82,6640f9392d1607e1dc5a74a12cbda421,Standard Micro Inc,Closed,Critical,Performance,Permission denied on shared folder,2025-12-14 00:00:00,2025-12-23 00:00:00,Network-Ops,0
c42622d8ead403030caf643e181b0e30,c214c828b5012b1bc9206a2f1623e245,GraniteSoft Group,Open,Critical,Access,Dashboard fails to load for some users,2026-04-11 11:00:00,,DBA,1
83b463fcc7559654b773d6d8aa33ee04,c214c828b5012b1bc9206a2f1623e245,GraniteSoft Group,Open,High,Performance,Email notifications delayed,2026-04-03 02:00:00,,SecOps,2
68941809130db5098677e8aba6c60e6a,c214c828b5012b1bc9206a2f1623e245,GraniteSoft Group,Open,Critical,Security,Batch export job failing intermittently,2026-04-25 21:00:00,,SecOps,0
056f9cdbe1730bc2dc9d0adf82857253,c214c828b5012b1bc9206a2f1623e245,GraniteSoft Group,Open,High,Database,Email notifications delayed,2026-04-14 05:00:00,,DBA,1
a1a204db08e656c44e1e5eea95fd1230,c214c828b5012b1bc9206a2f1623e245,GraniteSoft Group,Open,Critical,Security,Mobile app crashes on startup,2026-05-22 17:00:00,,L1-Support,2
643f277e4931c9087830e019d395f375,c214c828b5012b1bc9206a2f1623e245,GraniteSoft Group,Open,High,Hardware,SSO login errors after password reset,2026-04-21 23:00:00,,DBA,2
e361a4b5769c615dadf43655d4247ae7,c214c828b5012b1bc9206a2f1623e245,GraniteSoft Group,Open,Critical,Hardware,Scheduled report not delivered,2026-05-27 02:00:00,,DBA,2
4ddb1db3a5e9f8274531e6588e2648e8,41551649f8514bf0a07f2b42a32275e6,CrownCore Co,Open,Critical,Database,Scheduled report not delivered,2026-04-26 13:00:00,,SecOps,1
06308a3603ba5687b8708f02b286c4c9,41551649f8514bf0a07f2b42a32275e6,CrownCore Co,Open,High,Security,Permission denied on shared folder,2026-05-15 18:00:00,,Network-Ops,2
5a065c61a90e2976ab47d0262aaed5c0,41551649f8514bf0a07f2b42a32275e6,CrownCore Co,Open,Critical,Database,Export to CSV missing columns,2026-06-09 07:00:00,,DBA,1
42d1aa9d66568d2848c5f335cc2f48c2,41551649f8514bf0a07f2b42a32275e6,CrownCore Co,Open,High,Hardware,User unable to reset password,2026-05-05 23:00:00,,L2-Support,0
5c9a3f879221b6bdbdf79b9f92e06a8c,41551649f8514bf0a07f2b42a32275e6,CrownCore Co,Open,Critical,Hardware,API rate-limit errors on data sync,2026-05-22 10:00:00,,SecOps,0
1441e5b69ad9e510762ad4e4b4dd6d1f,41551649f8514bf0a07f2b42a32275e6,CrownCore Co,Open,High,Security,Backup job did not complete overnight,2026-05-28 14:00:00,,L1-Support,2
b91d58e1004aef37624c2436e4247c0d,41551649f8514bf0a07f2b42a32275e6,CrownCore Co,Open,Low,Network,Certificate expired on internal endpoint,2026-06-19 00:00:00,,L1-Support,0
ba4f4fa75c201f946c128f36457f2327,b9920c250a2a0f085fcc2b0d874dc46a,TitanWorks Corp,Open,Low,Database,SSO login errors after password reset,2026-07-11 00:00:00,,DBA,1
d71e23f0af73ed95653e39728d33a66b,b9920c250a2a0f085fcc2b0d874dc46a,TitanWorks Corp,Closed,Critical,Performance,Database connection pool exhausted,2025-07-06 00:00:00,2025-07-15 00:00:00,SecOps,0
345bb68392941c07fa0ab563d9baa978,b9920c250a2a0f085fcc2b0d874dc46a,TitanWorks Corp,Closed,Low,Database,SSO login errors after password reset,2025-08-27 00:00:00,2025-08-28 00:00:00,Network-Ops,1
54fe0355a7f86c6c0950c42f424f9da9,45d1d110d31d9a4dcfcb293195cfba6d,PacificWave Corp,Open,Low,Network,Database connection pool exhausted,2026-04-22 00:00:00,,SecOps,2
73aebe2c9cf92cf12be57d8036beb4af,45d1d110d31d9a4dcfcb293195cfba6d,PacificWave Corp,Open,Low,Security,Backup job did not complete overnight,2026-03-23 00:00:00,,L1-Support,0
a56d5342f5911d53f73c911c339ef642,45d1d110d31d9a4dcfcb293195cfba6d,PacificWave Corp,Closed,Low,Performance,API rate-limit errors on data sync,2025-09-26 00:00:00,2025-10-02 00:00:00,L2-Support,1
265c843bd0d0a6f432b22b86098c7a61,45d1d110d31d9a4dcfcb293195cfba6d,PacificWave Corp,Closed,High,Software,Two-factor codes not being received,2025-10-02 00:00:00,2025-10-08 00:00:00,SecOps,2
86d2dd307d618a9f5ea03c79b8770fee,fb486c28d4754bf6b3b0267a948b64e5,PacificWave Group,Open,Moderate,Network,Permission denied on shared folder,2026-07-03 00:00:00,,SecOps,0
1755e8a172df268cbba0c113580ae212,fb486c28d4754bf6b3b0267a948b64e5,PacificWave Group,Open,Moderate,Software,VPN latency spikes for remote users,2026-04-26 00:00:00,,Network-Ops,0
7d70b2213064d2b84b9c41025b1e53db,fb486c28d4754bf6b3b0267a948b64e5,PacificWave Group,Closed,High,Security,Permission denied on shared folder,2025-07-28 00:00:00,2025-08-05 00:00:00,L2-Support,1
