sys_id,name,country,account_manager
b4d52965ec8fd2b35270451d8bc9a96a,UnionByte Inc,AU,Mei Khan
ed106e90582b0f89a8f41a0a3be3933d,TitanNetworks Industries,US,Sean Andersen
b0c3230e4f9fc8dafa9e7eb28ccf2b7d,Standard Metric Partners,BR,Mei Nguyen
293195bd2854a447ca6933bd7b943bda,CopperCompute Inc,IN,Diego Mbeki
0635173dfc9375dc86d0d9865c385c4e,SummitNetworks Corp,BR,Liam Rossi
e9235c871a9ed705ee42c0bf6fa305bb,QuantumSignal Industries,IN,Nadia Duarte
f69e62fdacc8b0f50d6be0d5edadd39c,DeltaLoop LLC,AU,Ravi Kim
2055529baf61d3869d9bd7738f766273,Standard Micro Group,SG,Tomas Patel
bfc0719ebe0970f7d512e1dce2c74507,BlueCompute Inc,US,Elena Haddad
2525cebf2b8aed817fbe9f31ef779880,CrownVector Holdings,US,Yara Nguyen
5240aeea12e4e665e33d5bede144789d,SableLogic Technologies,SG,Ingrid Moreau
6fb3dc60eb48b1a9c45bd5737059baaa,UnionDynamics Industries,DE,Diego Walsh
dec912eab39901c561a199b29c0f3746,PioneerCore Group,BR,Nadia Moreau
8419ce474e91a0f416191dd2f304d7ec,EmeraldByte Corp,AU,Yara Patel
5f73ad353b08718bb1b9638d437b5212,MeridianCompute Technologies,SG,Faisal Walsh
1b85ed9dd141f9d0679838e0762df9d2,Allied Digital Co,US,Yara Walsh
126795bc304e46613c06f28d7a174885,CascadeLink Partners,UK,Ingrid Rossi
28bd5ad206db41ef9719d59f780b7085,NorthFabric LLC,US,Omar Rossi
d951296377e64025e8536a94aa9a0a44,PacificLoop Inc,US,Nadia Okafor
2311f41441ded9290382a44eacc601e1,SableVector Co,UK,Priya Larsson
b38d2e5d4a2759c19a2df4273c735741,KeystoneMicro Holdings,BR,Sofia Duarte
731ec8e12824a45356257f70ee490cb2,SummitNetworks Solutions,BR,Aisha Walsh
f6d8f33787765be11a68b1fb03f0d58d,CedarAnalytics Co,IN,Ravi Khan
73ab5a065d033b2b0330b18734d94345,MeridianMetric Corp,BR,Sofia Costa
0b6cdf2834a37b23e71db04f0d8056c4,GraniteStream Industries,DE,Elena Costa
c96aefaace5eb2fd381caf19787705e0,TitanDigital Systems,IN,Yara Tanaka
c149906dc5fead9422b2fead0219b84f,UnionVision LLC,BR,Yara Patel
840e27977244805f16212f66c003421c,QuantumVision Technologies,UK,Omar Patel
ea65a068b1e50799cd8bcff468970a24,Pan-Atlantic Analytics Holdings,UK,Diego Nguyen
588535cc00b18e1d21109c7f9512aba9,CrownLoop LLC,US,Priya Reyes
7b019a09f8e3ec3186962b017efd75f0,LarkWorks Co,IN,Liam Andersen
926a2e4b04a45838806c05bd8d137c39,UnionWorks Technologies,DE,Faisal Reyes
b19d49ea51a21581e30e3c9c643330ec,SableWorks Industries,UK,Tomas Rossi
1fb3f73be5301f2d3e96dfebc0bea38c,CascadeGrid Solutions,UK,Chen Kim
7cbf3fc134d27b2f9487b2cd00063890,CedarLogic Group,US,Priya Novak
1202d0ed25d60e183b9ea1a517357116,TitanMetric Co,UK,Faisal Patel
5e7b56cfce12654a9e186286f6d5c18c,CrownLink Technologies,BR,Diego Larsson
003451030d3352b4d7bf5d16124c84f5,GraniteTech Solutions,US,Sofia Haddad
d6a3c89bc3841d807f62a2314097f0d0,DeltaWorks Solutions,BR,Sofia Larsson
f53349c8307b97beacc069b1b79892a3,Standard Analytics Corp,SG,Elena Duarte
e77c4cacdfa153bacf9c058e1a31f202,NovaData Global,DE,Hana Andersen
42cee16047cf27377510002f2b8dc917,TitanDynamics Inc,US,Tomas Mbeki
043241216faa9ae20a94b6e4aa7722ed,VanguardLabs Holdings,US,Lucia Duarte
3eb648fe67de83b904ecd1962f5cf1e5,QuantumWave Industries,DE,Diego Costa
3bf39794fcb3fa57d1cb4bcd9cefae55,VertexNexus Co,IN,Hana Duarte
5b8a94bcf48ef97c8efd7cf4b7344ac0,EmeraldGrid Technologies,UK,Mei Moreau
d4dfbe5edc6a0396d12e92bd37f142dc,MeridianWave Technologies,DE,Faisal Walsh
05c70e2b6c55a8e250b2662be6b15c33,BeaconGrid Partners,BR,Omar Costa
d338d8641dbe4a295424e50dde932c25,NovaCompute Co,US,Faisal Tanaka
2f562c417804c0a78a60756aca9fd3a1,ApexLink Industries,DE,Lucia Patel
768fd1a8f561a63bb8a64cfd3ed4a4de,UnionLink Corp,AU,Liam Kim
e6dcd9d34f84ff1937f74ddecd2a0f90,RidgeData Systems,DE,Lucia Duarte
762a99c671c92ae403f68f6f007549a8,CrownWave Group,BR,Sean Tanaka
447428f097b69bb11692a463e90f9c9d,BeaconSphere Co,SG,Noah Patel
58368f30fe9e8435a865ce80eb1c3e0b,CopperData LLC,AU,Chen Reyes
fe9a938ffa9a599ca812a4f19e764de8,SilverVision Partners,BR,Noah Haddad
6f7a8aac0858f80b52514ac5f3de9e14,VertexWorks Group,UK,Sean Okafor
64bb1016be120f64992a73a55c219d8b,AuroraSystems Holdings,DE,Yara Nguyen
92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,DE,Faisal Khan
029b9a0ac24a2d8fb6363faa361360a9,CedarPulse Group,IN,Yara Costa
11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,UK,Aisha Khan
03525f3ad18ee592e320f32bd87ae40d,CobaltDigital Holdings,AU,Aisha Tanaka
47bfd4445377802d6f2fc4ee05110ebb,NovaForge Technologies,UK,Priya Haddad
2382c8e25ecef2135bc33e6c3fc8884a,NorthDynamics Group,SG,Yara Larsson
b043a493d655621493a5f3521df3485f,PacificSystems Industries,DE,Nadia Kim
bf505637cdb431fb997975ca513e7c10,ApexVision Corp,SG,Noah Larsson
48f67d77cb86a3f04ffab2e6dfa8e436,NorthDigital Solutions,SG,Noah Kim
9c1e92ba633f96eb05a5211ff8fc2753,AuroraLink Group,BR,Diego Reyes
c679caba569fec2d0359fe3950c07da2,PioneerDigital Technologies,IN,Yara Walsh
05e466c3819bc83be0ffcbe029275478,NorthLogic Partners,US,Omar Walsh
8133cdd44c7aea0eeb9120a4cca82e75,LarkMetric Industries,DE,Lucia Kim
64af2251fc3b8e36add03020006e656f,BrightLink Industries,IN,Elena Duarte
4c33646769a77da97af5410b9717be54,Consolidated Stream Co,IN,Yara Andersen
59e211f74d65c0afcab6f10919b866b1,MeridianData Systems,IN,Sofia Reyes
9fcb34d7c268e9de6a0880a36ebbd0a5,AuroraCompute Solutions,AU,Lucia Duarte
621d938370d474d817d50277a1967cbe,KeystoneWorks Global,SG,Elena Mbeki
4f024607db4184487fbafe1f453459d2,VertexNetworks Technologies,AU,Diego Walsh
88b209986fac02e8d674cecbca0ffaa1,KeystoneLink Systems,DE,Diego Nguyen
10cd24b8a2b5e976239e24072f005271,ApexStream Co,IN,Ingrid Walsh
609407fd1e8c5c8af5b7e9c109820e4d,BeaconAnalytics Corp,BR,Mei Novak
e4fc12c8a18c744b3feb7fd81a6854d3,AtlasNetworks Partners,BR,Lucia Costa
b240fe8fd59d08040cc2cc85b79a3ba6,DeltaStream Technologies,SG,Faisal Tanaka
2f41262fb86aa0fc8faecc8fc5abd86d,Pan-Atlantic Dynamics Group,IN,Hana Larsson
c071289980c47e823afc3760d55fcc1a,BeaconLoop LLC,US,Hana Rossi
eacd4f22839a3cc922dec3b3b3f52137,ApexVector Partners,DE,Kwame Khan
4bf2210e897857de5db08f88bdffe98e,VertexLogic Corp,AU,Omar Andersen
0484cea6c7a01ad931586fc22352510d,CopperPulse Corp,US,Sofia Costa
d6164a1e14e88a0a65fdaa987ab552d2,VanguardMicro Corp,AU,Hana Silva
974a3be7d36eff2b200010b90efbe5dd,PacificPulse Corp,BR,Yara Novak
7bc486ef52084a1034ec1db8d83b29b1,CrownData Solutions,UK,Nadia Novak
78cd619f25375541301b0f34eecee4e5,CopperNetworks Technologies,SG,Noah Andersen
5c2e01d365c4bde97efbd6c84ee840e5,MapleTech Group,AU,Chen Tanaka
44611edb51a2d2790eb868480ab532da,BeaconCore Industries,DE,Elena Moreau
07825e9ac25d0cee7235adcd65193f7d,GraniteSignal Holdings,IN,Mei Okafor
41cf57807b55e2e09151803a7350db43,Consolidated Metric Solutions,US,Sofia Rossi
5eaf6475daf2898929034e8435029da3,UnionGrid Holdings,AU,Elena Moreau
25c35032f10f8f6949d557b166ebb469,DeltaCore LLC,BR,Hana Novak
cef2bb25f33bb79318a1bb546688401e,SterlingCloud Partners,IN,Yara Rossi
43727d86275ab49722bb2005672ed4a9,DeltaFabric Corp,AU,Ravi Novak
7e6b909b8d44fb2c5d8a83e349bb7368,QuantumNetworks LLC,DE,Ingrid Mbeki
cf7405b74352d372f70accd954e29495,AtlasLogic Holdings,US,Aisha Rossi
4d41f38606fcf7d29ed7ddbec4c2a725,ApexSignal Solutions,IN,Lucia Mbeki
1401050e2875951f3fb0d8139bfbb97a,AtlasNexus LLC,IN,Sean Nguyen
628e77f3a9867ae5cdd398176cde808f,KeystoneNetworks Corp,IN,Priya Kim
7e8aac3b409c8ec10ffc014ff8bc5187,MeridianNetworks Corp,UK,Ingrid Khan
cf0fcbf163ad99f81b6768d246c4210e,CopperSignal Industries,DE,Diego Larsson
18b96a6cf54fe5a7d2e83689d87138f0,VertexNexus Solutions,SG,Nadia Silva
9582a66e79ce99e692cecfb7b972b973,Consolidated Stream Global,UK,Kwame Walsh
7fcaef9ad7034c09d1602c504461aaa2,PacificVector Global,IN,Omar Okafor
b9b304096c2b6b07f13a1e9bc52c30d0,CascadeLabs LLC,UK,Ingrid Costa
870cd9ffd95b564a68ed7746ac5d51cd,Pan-Atlantic Byte Systems,IN,Elena Rossi
8b868290140333184f445421b13606f1,LarkStream Global,US,Lucia Reyes
b80580c21728fa3e035a89aa6c0f136f,BeaconByte Group,BR,Omar Reyes
b9539e3d13857ed47bdd01af859a8b57,QuantumLogic Industries,US,Nadia Tanaka
d5367db5b647c946487ebb97004be3ab,TitanNexus Partners,BR,Chen Costa
d1319412c1d0f7460780d81acb63402d,VertexSignal Corp,DE,Tomas Andersen
22ad22f1cfb64ce92426686edaa33df7,PioneerMicro Partners,US,Aisha Tanaka
1d7d88c253d455a52af7fd7546dcf082,HarborLoop Technologies,SG,Ingrid Rossi
4409095810a187a1d5eaee1aee90fc79,HarborDynamics Group,DE,Ravi Khan
bf7550e0f42129bcb11616a5ab5b64b9,OrchardDigital Technologies,BR,Sofia Duarte
d7d0b9ca5a99cd162b70d436a125784e,SableSignal Group,UK,Noah Khan
bf0958c21c55d387f5917106abb38178,PacificNetworks Corp,US,Elena Costa
ffed7a289a9186f065ea72c9c02a92a7,BlueByte Industries,SG,Sofia Novak
de9e0a64e9fa50e0bbe7148e6f2f3bba,BeaconLogic Holdings,BR,Ingrid Silva
acfab50531de80634bbd293a8b8984e5,SummitCore Solutions,UK,Aisha Kim
327fb34ea3ee3141625f803a3bad7c5c,DeltaForge LLC,IN,Tomas Andersen
8f3a6f9242fd219b687e5bab5927669d,VanguardFabric Partners,SG,Sofia Rossi
0322735e1677ad17069d50e9b17870ea,CopperFabric Systems,AU,Nadia Reyes
50cf1cf50eff8e2ca89554560a210c5f,Meridian Sphere Solutions,IN,Faisal Duarte
5721952695ffddce95f40518bbd5176a,KeystoneSignal Technologies,SG,Mei Silva
fc3db2431ccf79eddf6649a388eee331,HarborStream Technologies,AU,Faisal Novak
b52e0307403b18152098f312a229a8d4,QuantumWorks Corp,IN,Sofia Patel
e0f0c456ac3a29961f67c24c090e8486,DeltaMicro Solutions,BR,Sofia Tanaka
39405027d4df65f5782b1f128400c16a,AtlasNetworks Global,SG,Omar Novak
65bf9886d61769a837672f2430c7beb5,CedarSystems Global,DE,Yara Okafor
5642d4562751dce23f8f3440a8a0b43a,PacificGrid Inc,AU,Faisal Tanaka
c02644f464ff056d2cc381a6552f21dd,OrchardLogic Corp,UK,Tomas Andersen
90cb4716b0f205335e883d6c4649fea5,PacificStream Co,SG,Mei Nguyen
275bda2139748deec11e8e84fa9ae43c,CedarGrid Group,IN,Kwame Nguyen
1ad86f154c1435819487e4b0e54075a0,CopperStream LLC,SG,Tomas Silva
59f0b9f5124b6a4ff84907d065cd2310,UnionNexus Corp,AU,Tomas Haddad
eddb9bbe5d2bbbf13e7671d53cad829d,LarkNetworks Corp,AU,Liam Walsh
f6e43ab2b8d107d3bd0d7a8112f25c1e,SilverNexus Systems,BR,Tomas Andersen
ea2494d89ccdc8448a22f67076b770dd,OrchardWave Solutions,DE,Liam Mbeki
f50c9b588ae61c5cce5762ee4f10aa39,SummitTech Group,SG,Priya Silva
748698bf64ae8d7302c8a71044b6a110,CobaltDigital LLC,UK,Ravi Nguyen
a398bc932d9fc0f100bcd656f96143b4,MeridianVision Corp,SG,Yara Novak
29022169b1449311c2bc0d77ed0e9e8d,RidgeByte Group,AU,Yara Costa
5b5264c93f840337408f83255978c644,NovaTech Inc,IN,Sofia Reyes
9da3a48f3e9b915232f56478fa39fe5b,SilverLoop Holdings,UK,Sofia Kim
5e77c1a5062ba4424f02a06ee6ed27ee,EmeraldCloud Systems,US,Yara Reyes
a11bc25d039a55202f121f0f7b0b7587,SableTech Inc,BR,Aisha Silva
ac402c8a6a576c649b34c949b4df63da,CedarDynamics Partners,US,Elena Walsh
1a4a04882c27f701bfe0bdcaf944ad63,SableLabs Industries,BR,Priya Silva
6e7a74c8242db7355e5c132a0d2fa53b,GraniteAnalytics Solutions,US,Faisal Duarte
80b68341f25632d44e764d2c3b0d7c77,AtlasSphere LLC,IN,Aisha Moreau
e5eb45d5f0b7d0e503c09a214e487014,TitanSphere Global,BR,Nadia Andersen
16eeafd9b5807668b1ceab7b784431cf,BrightLoop Holdings,UK,Sofia Reyes
b74c4da37187b88e9e2d04197e024f3c,QuantumMetric Solutions,UK,Diego Mbeki
5d69aece2ffdedc225cf39655e9296f8,QuantumTech Technologies,IN,Liam Nguyen
ce02e15fb5c7747845abd3498a117a54,CobaltDigital Partners,IN,Kwame Kim
05536636fef38fb130081a335deade8d,CobaltLoop Technologies,IN,Kwame Silva
9c3354ab933bdc6094b8934de7737a54,SterlingLoop Corp,SG,Faisal Novak
fe2c169d8ff00bd68f71b83a68161077,OnyxData Corp,IN,Priya Kim
00393a3a361545dd11d2a5feb77d00a5,Helios Soft Partners,SG,Mei Haddad
0db81f57c5ca38d4b0344ae9059b9aeb,IronSystems Inc,SG,Sean Moreau
b536896753782834a8244fa1a85ef6cd,KeystoneWorks Corp,UK,Kwame Silva
7fe0acae8772f67245ad12c1c8cfe34c,CobaltFabric Global,DE,Aisha Tanaka
068ae70b98a7f38b3286312a2d0f9984,ApexFabric Holdings,BR,Chen Mbeki
a8ca228a7721a5cb4a949dd3c168040d,DeltaCloud Co,AU,Faisal Tanaka
83b1212f75b00f5e4d9e42d93fdeda60,NovaLink Global,US,Chen Costa
ee78272c1cbd2c61ab0046c57647a02b,OnyxVision Corp,AU,Nadia Tanaka
65be699cc8fccc8111c1e145d697c794,SterlingWave Inc,AU,Faisal Moreau
956294149b385de59452ae25174337ff,PacificLink Technologies,BR,Lucia Okafor
bef0a40ae2cddac7ed2a2c38fbe27704,MapleVector Partners,UK,Tomas Larsson
05da0ee5304bd60cd5d9da2d99e0d54d,SableStream Industries,BR,Aisha Kim
3aa54c7494ca46f7a7347c47bba1668a,OnyxAnalytics Group,IN,Elena Khan
a2ee065ee290aa8a2af5b5c1c795107c,MapleAnalytics Group,US,Kwame Duarte
d1c0c2a1cce13c8cdf769dc46ab3413f,TitanGrid Group,UK,Diego Rossi
e73f521079d3f631492c9a4e2bad3a18,GraniteSignal Global,BR,Sean Duarte
dc436b50dd2a5e5501f0e62c0f2bac65,TitanSystems LLC,AU,Ravi Khan
ea55059d8c963638f3b3b5e60b63cf48,AuroraMicro Global,US,Chen Silva
05d25e3d7331b0079252d4e556ea7b62,VanguardVision Systems,UK,Ingrid Kim
1671ff051940152e9b1e88bf7746f9e6,KeystoneLabs Systems,US,Faisal Patel
a81f7510d2a529a5d0900e6202670666,GraniteWave Co,SG,Liam Haddad
4b95e0c3fb71b5e9a3d0740c72fc80ae,CopperStream Global,IN,Diego Rossi
e1f3feb91963ab92d65ec0bdcffd8edc,IronGrid Holdings,US,Chen Andersen
a54e9e746a097a266898ef85c864bcee,TitanFabric Systems,US,Mei Novak
52c71422570b514d2babd68f94f9b7b1,LarkWorks LLC,BR,Elena Khan
2355063651047919ba865e601bc81a60,AuroraVector Partners,BR,Nadia Moreau
78d22193acc3b4636e112e6cfc9faf49,SilverFabric Systems,IN,Liam Okafor
449891186672cf054dd846c2506b54d3,DeltaLoop Technologies,AU,Kwame Nguyen
44e7846e889499f63035b7f88d8d5973,LarkPulse Systems,IN,Hana Okafor
a6c34778a0c35006acae2beeffc5c9e5,ApexAnalytics Solutions,AU,Tomas Larsson
0316561190f8d87d1093585e036aa1a1,PacificFabric Solutions,US,Omar Kim
52343bd95c3a93b127766de0a713019a,BlueStream Solutions,SG,Ravi Kim
a34c0e46e59cb80fb0f9f9c6ccd620b1,CopperNexus Technologies,DE,Chen Costa
b8b1ce89a7f6703b058804bc1af76a3a,LarkSystems Inc,IN,Kwame Nguyen
1677d17f79b190f832c746ad0d2055ba,CascadeCore Global,DE,Ingrid Moreau
d830e2621d581ffbfda8c3061fb57252,Meridian Core LLC,DE,Elena Patel
af449fa573f4186f5da41523e51b67ad,Allied Analytics Solutions,AU,Priya Novak
4956a8eb8c6109b583418a89b6421044,SilverWorks Solutions,US,Yara Costa
1c84e6003a2ca8e77f32a6ff165cf7b6,TitanTech Holdings,BR,Ingrid Reyes
d82865c60f16f331c8fe4a8ed8663d91,DeltaPulse Group,AU,Elena Andersen
933b7197a181b01d82d007fd01096014,Pan-Atlantic Micro Corp,SG,Yara Rossi
71b3e5c46a0a91e6c207cb0633a3576a,ApexMetric Holdings,BR,Tomas Tanaka
ce3d879ffbcf479db8ce9443d50745a6,CascadeStream Global,BR,Mei Okafor
4a0b7c939626d05c48d6f0fba9b87566,MapleWave Technologies,BR,Tomas Reyes
830e832c4110bae792f4dc8ecfbd8f9c,ApexMetric Global,SG,Kwame Silva
3c1db740d1407d0aad36029730e3c51f,BlueVision Inc,UK,Mei Okafor
6b615908a8d316b187bd10695d72fea1,DeltaStream Holdings,IN,Liam Novak
a9962912d07fd72ef6d3c63d5ece8df2,BeaconPulse Industries,AU,Ingrid Duarte
8428b91715bc5d480cd79a5f1426593e,VertexMetric LLC,UK,Priya Novak
24eaaa940124d517bc1b1f5058b32e87,SilverLogic Partners,IN,Ingrid Nguyen
05f6ca29d19b8df08842f03ef7b3a2e1,NorthDigital Global,BR,Sofia Tanaka
d506e97a2a28565f2d970682e66e2ea7,Helios Labs Solutions,SG,Omar Silva
dc7004d5eae94d3ee58cd93fa5090eee,SilverTech Partners,IN,Mei Tanaka
d1e3ebc7c8578166afc91b0a1b2715e2,RidgeLoop Inc,DE,Nadia Silva
d52bbcbb3e7d444e67e12a14e8352c00,IronSphere Global,SG,Ingrid Nguyen
0ae3fff0176859501d557d4ae0fbd27b,BrightData Global,US,Lucia Walsh
212eb64398db484a24536c9eeda30a7b,NorthData Co,BR,Mei Costa
bd39ad0b68b377bd877c70a2b7253db5,MapleDigital Partners,UK,Tomas Mbeki
ae640530c6749e7cfe6d96a5358bbcf3,TitanStream Inc,BR,Yara Duarte
e6faa5dba0706f8695312fb62a16f1f5,TitanPulse Corp,SG,Aisha Mbeki
157088f8dc312cbba9b9605f8b25bc87,HarborCloud LLC,UK,Sean Reyes
0de4593c54d0d4c7f6c8e0211b7d3998,CopperSoft Industries,AU,Nadia Andersen
add0452f09b4d9f92bc082b8157db020,NovaCompute Inc,BR,Nadia Walsh
236e11b0905c0c77b5ace2d99b7a9f1e,OrchardSystems Systems,US,Priya Haddad
4339c7df2bd072f64af5fda84dad676b,PacificDynamics Systems,BR,Lucia Kim
22153d42211be22b57c483be4cd38383,HarborSignal Technologies,IN,Yara Duarte
60e1b4b57807f85b09b01e41a71795f4,SableSoft Partners,SG,Noah Walsh
31fa4c2ebf761cfe0a9dbad486dc98f9,GraniteByte Technologies,AU,Omar Larsson
d8ae7eec01c2ea9fd85ec224fa2cd61a,CobaltMetric Inc,UK,Tomas Mbeki
11aa159e646b6ff9713eb807c45bf4a3,VanguardDigital Partners,IN,Elena Tanaka
bf80a4407820a7e21e9ec55c9c700691,MeridianSignal Systems,US,Lucia Moreau
e1949635314396d80bc1f44443925da1,AuroraLabs Technologies,US,Kwame Walsh
